,hashtag_id,freq,centrality,labels
134,134,4.06978369579,0.0232302282466,0
135,135,5.34647240585,0.0238448092511,0
136,136,3.24873059539,0.0199531175546,0
137,137,2.63316121116,0.0209450884424,0
138,138,5.166845014,0.00523668748099,0
139,139,4.3161107881,0.00254682195406,0
140,140,5.89172717951,0.0131164327957,0
141,141,7.97887989788,0.0197866173809,0
142,142,9.90072916165,0.0369851087622,2
143,143,2.75559008238,0.0149456246366,0
144,144,5.17423109404,0.0113363551644,0
145,145,2.15395528305,0.00130112504963,0
146,146,6.34600542538,0.0102541622665,0
147,147,2.38209292599,0.00789342462531,0
148,148,10.685004764,0.0281166737459,2
149,149,4.67682261022,0.00985844866527,0
150,150,1.18914264833,0.00414530749999,0
151,151,3.36238498864,0.00829007557443,0
152,152,5.04005822059,0.00597816405535,0
